Season_ID,Team_ID,Team_ABV,Team_Name,Games_Played,Minutes_Played,Field_Goals_Made,Field_Goals_Attempted,Field_Goals_Percentage,Three_Points_Made,Three_Points_Attempted,Three_Points_Percentage,Two_Points_Made,Two_Points_Attempted,Two_Points_Percentage,Free_Throws_Made,Free_Throws_Attempted,Free_Throws_Percentage,Offensive_Rebound,Defensive_Rebound,True_Rebounds,Assists,Steals,Blocks,Turn_Over,Personal_Foul,Points,Opponent
2020,11,HOU,"Houston Rockets",72,17380,39.1,86.7,0.45,15,43.4,0.34,24.1,43.3,0.56,19.8,25,0.79,9.4,33.1,42.4,20.7,8.3,4.9,14.1,20.8,112.9,0
2020,12,IND,"Indiana Pacers",73,17620,42.3,88.9,0.48,10.2,28.2,0.36,32.1,60.7,0.53,15.1,19.2,0.79,8.8,34.3,43,26,7.5,5.2,13.3,19.9,110,0
2020,13,LAC,"Los Angeles Clippers",72,17380,40.7,87.4,0.47,12.2,32.8,0.37,28.5,54.6,0.52,20.4,25.8,0.79,10.4,36.2,46.7,23.2,6.9,4.6,14.3,21.7,113.9,0
2020,14,LAL,"Los Angeles Lakers",71,17090,41.8,87.2,0.48,10.9,31.2,0.35,30.9,56,0.55,17.5,24,0.73,10.5,34.6,45.2,25.1,8.5,6.5,15,20.5,112,0
2020,15,MEM,"Memphis Grizzlies",73,17570,41.3,88.1,0.47,10.6,30.5,0.35,30.7,57.6,0.53,16.1,21.1,0.76,10,35.1,45.1,26.1,7.7,5.3,14.8,20.5,109.2,0
2020,16,MIA,"Miami Heat",73,17745,39.6,84.7,0.47,13.5,35.5,0.38,26.1,49.2,0.53,19.8,25.3,0.78,8.5,36,44.5,26,7.5,4.6,15,20.6,112.5,0
2020,17,MIL,"Milwaukee Bucks",73,17595,41,86.1,0.48,13.1,36.9,0.36,27.9,49.3,0.57,17.3,23.4,0.74,9,40,49,24.5,6.8,5.6,14.3,18.6,112.4,0
2020,18,MIN,"Minnesota Timberwolves",64,15560,38.6,87.5,0.44,12.7,37.9,0.34,25.9,49.6,0.52,18.2,24.2,0.75,10.1,32.7,42.8,22.7,8.3,5.4,14.6,20.4,108.1,0
2020,19,NOP,"New Orleans Pelicans",72,17430,40.7,87.6,0.46,13,35.3,0.37,27.6,52.3,0.53,16.3,22.4,0.73,10.6,33.9,44.4,25.6,7.2,4.8,15.7,20.2,110.7,0
2020,20,NYK,"New York Knicks",66,15965,40.2,89.9,0.45,9.6,28.5,0.34,30.6,61.4,0.5,16.4,23.6,0.69,12.1,34.7,46.8,22.2,7.7,4.8,14.4,22.3,106.5,0
2020,21,OKC,"Oklahoma City Thunder",72,17430,40.1,85.8,0.47,10.7,30.3,0.36,29.4,55.6,0.53,19.8,24.9,0.8,8.3,34.8,43,21.8,7.7,4.9,13.7,19.4,110.8,0
2020,22,ORL,"Orlando Magic",73,17570,39.8,89.6,0.44,11.2,32.6,0.34,28.6,57,0.5,17.8,22.9,0.77,10.4,34.6,45,24.2,8.3,5.5,13,18.5,108.5,0
2020,23,PHI,"Philadelphia 76Ers",73,17595,41.3,88.4,0.47,11.7,31.8,0.37,29.6,56.6,0.52,17,22.6,0.76,10.5,35.2,45.7,26,8.1,5.4,14.3,21.1,111.3,0
2020,24,PHO,"Phoenix Suns",73,17595,40.5,86.5,0.47,11.2,31.2,0.36,29.3,55.3,0.53,19.5,23.4,0.83,9.6,33.2,42.8,26.7,7.5,3.9,14.5,21.7,111.7,0
2020,25,POR,"Portland Trail Blazers",74,17835,41.7,90.2,0.46,12.7,33.7,0.38,29,56.4,0.51,17.5,21.8,0.8,10.1,34.7,44.8,20.4,6.2,6,12.6,21.5,113.7,0
2020,26,SAC,"Sacramento Kings",72,17455,40.9,88.4,0.46,12.7,34.9,0.36,28.2,53.5,0.53,15.7,20.3,0.77,9.7,33,42.6,23.8,7.7,4.1,14.5,22.2,110.2,0
2020,27,SAS,"San Antonio Spurs",71,17215,41.6,88.1,0.47,10.5,28,0.38,31,60.1,0.52,18.7,23.1,0.81,8.9,35.1,44,24.3,7.2,5.4,12.4,19.1,112.4,0
2020,28,TOR,"Toronto Raptors",72,17380,39.6,86.6,0.46,13.6,36.4,0.37,26,50.2,0.52,18.2,22.9,0.8,9.4,35.3,44.7,24.9,8.7,4.9,14.6,21.3,111.1,0
2020,29,UTA,"Utah Jazz",72,17355,40.5,85.9,0.47,13.5,35.6,0.38,27,50.4,0.54,17.9,23,0.78,9.2,36.1,45.3,22.6,6.1,4.1,15.3,20.6,112.3,0
2020,30,WAS,"Washington Wizards",72,17355,40.3,88.1,0.46,11.6,31.6,0.37,28.6,56.6,0.51,18.8,23.8,0.79,9.9,30.9,40.8,24.3,7.7,4.2,13.7,22,110.9,0
